# Illarion Server
# 
# This program is free software: you can redistribute it and/or modify it under
# the terms of the GNU Affero General Public License as published by the Free
# Software Foundation, either version 3 of the License, or (at your option) any
# later version.
# 
# This program is distributed in the hope that it will be useful, but WITHOUT
# ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS
# FOR A PARTICULAR PURPOSE.  See the GNU Affero General Public License for more
# details.
# 
# You should have received a copy of the GNU Affero General Public License along
# with this program.  If not, see <http://www.gnu.org/licenses/>.
V: 2
L: -9
X: 830
Y: 450
W: 400
H: 400
0;0;42;0
1;0;42;0
2;0;42;0
3;0;42;0
4;0;42;0
5;0;42;0
6;0;42;0
7;0;42;0
8;0;42;0
9;0;42;0
10;0;42;0
11;0;42;0
12;0;42;0
13;0;42;0
14;0;42;0
15;0;42;0
16;0;42;0
17;0;42;0
18;0;42;0
19;0;42;0
20;0;42;0
21;0;42;0
22;0;42;0
23;0;42;0
24;0;42;0
25;0;42;0
26;0;42;0
27;0;42;0
28;0;42;0
29;0;42;0
30;0;42;0
31;0;42;0
32;0;42;0
33;0;42;0
34;0;42;0
35;0;42;0
36;0;42;0
37;0;42;0
38;0;42;0
39;0;42;0
40;0;42;0
41;0;42;0
42;0;42;0
43;0;42;0
44;0;42;0
45;0;42;0
46;0;42;0
47;0;42;0
48;0;42;0
49;0;42;0
50;0;42;0
51;0;42;0
52;0;42;0
53;0;42;0
54;0;42;0
55;0;42;0
56;0;42;0
57;0;42;0
58;0;42;0
59;0;42;0
60;0;42;0
61;0;42;0
62;0;42;0
63;0;42;0
64;0;42;0
65;0;42;0
66;0;42;0
67;0;42;0
68;0;42;0
69;0;42;0
70;0;42;0
71;0;42;0
72;0;42;0
73;0;42;0
74;0;42;0
75;0;42;0
76;0;42;0
77;0;42;0
78;0;42;0
79;0;42;0
80;0;42;0
81;0;42;0
82;0;42;0
83;0;42;0
84;0;42;0
85;0;42;0
86;0;42;0
87;0;42;0
88;0;42;0
89;0;42;0
90;0;42;0
91;0;42;0
92;0;42;0
93;0;42;0
94;0;42;0
95;0;42;0
96;0;42;0
97;0;42;0
98;0;42;0
99;0;42;0
100;0;42;0
101;0;42;0
102;0;42;0
103;0;42;0
104;0;42;0
105;0;42;0
106;0;42;0
107;0;42;0
108;0;42;0
109;0;42;0
110;0;42;0
111;0;42;0
112;0;42;0
113;0;42;0
114;0;42;0
115;0;42;0
116;0;42;0
117;0;42;0
118;0;42;0
119;0;42;0
120;0;42;0
121;0;42;0
122;0;42;0
123;0;42;0
124;0;42;0
125;0;42;0
126;0;42;0
127;0;42;0
128;0;42;0
129;0;42;0
130;0;42;0
131;0;42;0
132;0;42;0
133;0;42;0
134;0;42;0
135;0;42;0
136;0;42;0
137;0;42;0
138;0;42;0
139;0;42;0
140;0;42;0
141;0;42;0
142;0;42;0
143;0;42;0
144;0;42;0
145;0;42;0
146;0;42;0
147;0;42;0
148;0;42;0
149;0;42;0
150;0;42;0
151;0;42;0
152;0;42;0
153;0;42;0
154;0;42;0
155;0;42;0
156;0;42;0
157;0;42;0
158;0;42;0
159;0;42;0
160;0;42;0
161;0;42;0
162;0;42;0
163;0;42;0
164;0;42;0
165;0;42;0
166;0;42;0
167;0;42;0
168;0;42;0
169;0;42;0
170;0;42;0
171;0;42;0
172;0;42;0
173;0;42;0
174;0;42;0
175;0;42;0
176;0;42;0
177;0;42;0
178;0;42;0
179;0;42;0
180;0;42;0
181;0;42;0
182;0;42;0
183;0;42;0
184;0;42;0
185;0;42;0
186;0;42;0
187;0;16;0
188;0;16;0
189;0;16;0
190;0;16;0
191;0;16;0
192;0;16;0
193;0;16;0
194;0;16;0
195;0;16;0
196;0;16;0
197;0;16;0
198;0;16;0
199;0;16;0
200;0;16;0
201;0;16;0
202;0;16;0
203;0;16;0
204;0;16;0
205;0;16;0
206;0;16;0
207;0;16;0
208;0;16;0
209;0;16;0
210;0;16;0
211;0;16;0
212;0;16;0
213;0;16;0
214;0;16;0
215;0;16;0
216;0;16;0
217;0;16;0
218;0;16;0
219;0;16;0
220;0;16;0
221;0;16;0
222;0;16;0
223;0;16;0
224;0;16;0
225;0;16;0
226;0;16;0
227;0;16;0
228;0;16;0
229;0;16;0
230;0;16;0
231;0;16;0
232;0;16;0
233;0;16;0
234;0;16;0
235;0;16;0
236;0;16;0
237;0;16;0
238;0;16;0
239;0;16;0
240;0;16;0
241;0;16;0
242;0;16;0
243;0;16;0
244;0;16;0
245;0;16;0
246;0;16;0
247;0;16;0
248;0;16;0
249;0;16;0
250;0;16;0
251;0;16;0
252;0;16;0
253;0;16;0
254;0;16;0
255;0;16;0
256;0;16;0
257;0;16;0
258;0;16;0
259;0;16;0
260;0;16;0
261;0;16;0
262;0;16;0
263;0;16;0
264;0;16;0
265;0;16;0
266;0;16;0
267;0;16;0
268;0;16;0
269;0;16;0
270;0;16;0
271;0;16;0
272;0;16;0
273;0;16;0
274;0;16;0
275;0;16;0
276;0;16;0
277;0;16;0
278;0;16;0
279;0;16;0
280;0;16;0
281;0;16;0
282;0;16;0
283;0;16;0
284;0;16;0
285;0;16;0
286;0;16;0
287;0;16;0
288;0;16;0
289;0;16;0
290;0;16;0
291;0;16;0
292;0;16;0
293;0;16;0
294;0;16;0
295;0;16;0
296;0;16;0
297;0;16;0
298;0;16;0
299;0;16;0
300;0;16;0
301;0;16;0
302;0;16;0
303;0;16;0
304;0;16;0
305;0;16;0
306;0;16;0
307;0;16;0
308;0;16;0
309;0;16;0
310;0;16;0
311;0;16;0
312;0;16;0
313;0;16;0
314;0;16;0
315;0;16;0
316;0;16;0
317;0;16;0
318;0;16;0
319;0;16;0
320;0;16;0
321;0;16;0
322;0;16;0
323;0;16;0
324;0;16;0
325;0;16;0
326;0;16;0
327;0;16;0
328;0;16;0
329;0;16;0
330;0;16;0
331;0;16;0
332;0;16;0
333;0;16;0
334;0;16;0
335;0;16;0
336;0;16;0
337;0;16;0
338;0;16;0
339;0;16;0
340;0;16;0
341;0;16;0
342;0;16;0
343;0;16;0
344;0;16;0
345;0;16;0
346;0;16;0
347;0;16;0
348;0;16;0
349;0;16;0
350;0;16;0
351;0;16;0
352;0;16;0
353;0;16;0
354;0;16;0
355;0;16;0
356;0;16;0
357;0;16;0
358;0;16;0
359;0;16;0
360;0;16;0
361;0;16;0
362;0;16;0
363;0;16;0
364;0;16;0
365;0;16;0
366;0;16;0
367;0;16;0
