# Illarion Server
# 
# This program is free software: you can redistribute it and/or modify it under
# the terms of the GNU Affero General Public License as published by the Free
# Software Foundation, either version 3 of the License, or (at your option) any
# later version.
# 
# This program is distributed in the hope that it will be useful, but WITHOUT
# ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS
# FOR A PARTICULAR PURPOSE.  See the GNU Affero General Public License for more
# details.
# 
# You should have received a copy of the GNU Affero General Public License along
# with this program.  If not, see <http://www.gnu.org/licenses/>.
94;0;287;0
94;0;3265;0
95;0;287;0
96;0;287;0
97;0;287;0
98;0;287;0
99;0;287;0
100;0;287;0
101;0;287;0
102;0;287;0
103;0;287;0
91;1;287;0
92;1;287;0
93;1;287;0
94;1;287;0
94;1;3265;0
95;1;287;0
96;1;287;0
97;1;287;0
98;1;287;0
99;1;287;0
100;1;287;0
101;1;287;0
102;1;287;0
103;1;287;0
104;1;287;0
105;1;287;0
106;1;287;0
107;1;287;0
108;1;287;0
109;1;287;0
110;1;287;0
111;1;287;0
112;1;287;0
113;1;287;0
114;1;287;0
90;2;287;0
91;2;287;0
92;2;3197;0
92;2;3265;0
93;2;3206;0
93;2;3265;0
94;2;3206;0
94;2;3265;0
95;2;3206;0
96;2;3206;0
97;2;3206;0
98;2;3206;0
99;2;3206;0
100;2;3206;0
101;2;3206;0
101;2;396;0
102;2;3206;0
102;2;210;0
103;2;3206;0
104;2;3206;0
104;2;956;0
105;2;3206;0
105;2;3268;0
106;2;3206;0
107;2;3206;0
107;2;956;0
108;2;3206;0
109;2;3206;0
109;2;210;0
110;2;3206;0
110;2;396;0
111;2;3206;0
111;2;3265;0
112;2;3206;0
112;2;3265;0
113;2;3196;0
113;2;3265;0
114;2;287;0
115;2;287;0
116;2;287;0
117;2;287;0
118;2;287;0
119;2;287;0
120;2;287;0
89;3;287;0
90;3;287;0
91;3;3197;0
92;3;3329;0
92;3;3265;0
93;3;3265;0
94;3;3265;0
98;3;212;0
99;3;212;0
100;3;212;0
101;3;212;0
102;3;212;0
103;3;212;0
104;3;212;0
105;3;212;0
106;3;212;0
107;3;212;0
108;3;212;0
109;3;212;0
110;3;212;0
111;3;212;0
112;3;212;0
113;3;3330;0
114;3;3206;0
115;3;3206;0
115;3;513;0
116;3;3206;0
116;3;513;0
117;3;3206;0
117;3;396;0
118;3;3206;0
118;3;3265;0
119;3;3196;0
119;3;3265;0
120;3;287;0
88;4;287;0
89;4;287;0
90;4;3206;0
90;4;3197;0
91;4;3329;0
93;4;396;0
98;4;212;0
99;4;212;0
100;4;212;0
101;4;212;0
102;4;212;0
103;4;212;0
104;4;218;0
105;4;2915;0
106;4;218;0
107;4;212;0
108;4;212;0
109;4;212;0
110;4;212;0
111;4;212;0
112;4;212;0
118;4;3265;0
119;4;3207;0
119;4;3265;0
120;4;287;0
88;5;287;0
89;5;3199;0
89;5;3204;0
89;5;3197;0
90;5;3332;0
118;5;3331;0
118;5;3265;0
119;5;3198;0
120;5;287;0
88;6;287;0
89;6;287;0
90;6;3205;0
98;6;3213;333
98;6;3215;333
99;6;3213;333
100;6;3213;333
100;6;3213;333
101;6;3213;333
102;6;3213;333
103;6;3213;333
104;6;3213;333
105;6;3213;333
106;6;3213;333
107;6;3213;333
108;6;3213;333
109;6;3213;333
110;6;3213;333
111;6;3213;333
112;6;3213;333
113;6;3214;333
118;6;3207;0
119;6;287;0
120;6;287;0
89;7;287;0
90;7;3205;0
98;7;3219;333
113;7;3212;333
113;7;3212;333
113;7;3212;333
115;7;215;0
116;7;215;0
117;7;396;0
118;7;3207;0
119;7;287;0
89;8;287;0
90;8;3205;0
98;8;3219;333
113;8;3212;333
115;8;215;0
116;8;215;0
118;8;3207;0
119;8;287;0
89;9;287;0
90;9;3205;0
97;9;396;0
98;9;3219;333
113;9;3212;333
115;9;215;0
116;9;215;0
118;9;3207;0
119;9;287;0
89;10;287;0
90;10;3205;0
94;10;396;0
95;10;213;0
96;10;213;0
98;10;3219;333
113;10;3212;333
115;10;215;0
116;10;215;0
118;10;3207;0
118;10;513;0
119;10;287;0
89;11;287;0
